"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Audio-visual and photographic equipment","Dollars","81","millions","6","v62700518","1.1.1.71","1847","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Audio-visual and photographic equipment","Dollars","81","millions","6","v62700518","1.1.1.71","1829","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Information processing equipment","Dollars","81","millions","6","v62700519","1.1.1.72","1150","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Information processing equipment","Dollars","81","millions","6","v62700519","1.1.1.72","1171","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Information processing equipment","Dollars","81","millions","6","v62700519","1.1.1.72","1162","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Information processing equipment","Dollars","81","millions","6","v62700519","1.1.1.72","1147","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Information processing equipment","Dollars","81","millions","6","v62700519","1.1.1.72","1137","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recording media","Dollars","81","millions","6","v62700520","1.1.1.73","568","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recording media","Dollars","81","millions","6","v62700520","1.1.1.73","568","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recording media","Dollars","81","millions","6","v62700520","1.1.1.73","576","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recording media","Dollars","81","millions","6","v62700520","1.1.1.73","577","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recording media","Dollars","81","millions","6","v62700520","1.1.1.73","595","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Major durables for outdoor recreation","Dollars","81","millions","6","v62700521","1.1.1.74","1858","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Major durables for outdoor recreation","Dollars","81","millions","6","v62700521","1.1.1.74","1835","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Major durables for outdoor recreation","Dollars","81","millions","6","v62700521","1.1.1.74","1902","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Major durables for outdoor recreation","Dollars","81","millions","6","v62700521","1.1.1.74","1913","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Major durables for outdoor recreation","Dollars","81","millions","6","v62700521","1.1.1.74","1903","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Musical instruments and major durables for indoor recreation","Dollars","81","millions","6","v62700522","1.1.1.75","300","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Musical instruments and major durables for indoor recreation","Dollars","81","millions","6","v62700522","1.1.1.75","303","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Musical instruments and major durables for indoor recreation","Dollars","81","millions","6","v62700522","1.1.1.75","298","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Musical instruments and major durables for indoor recreation","Dollars","81","millions","6","v62700522","1.1.1.75","291","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Musical instruments and major durables for indoor recreation","Dollars","81","millions","6","v62700522","1.1.1.75","292","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games, toys and hobbies","Dollars","81","millions","6","v62700523","1.1.1.76","1493","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games, toys and hobbies","Dollars","81","millions","6","v62700523","1.1.1.76","1471","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games, toys and hobbies","Dollars","81","millions","6","v62700523","1.1.1.76","1420","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games, toys and hobbies","Dollars","81","millions","6","v62700523","1.1.1.76","1461","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games, toys and hobbies","Dollars","81","millions","6","v62700523","1.1.1.76","1458","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Equipment for sport, camping and open-air recreation","Dollars","81","millions","6","v62700524","1.1.1.77","1453","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Equipment for sport, camping and open-air recreation","Dollars","81","millions","6","v62700524","1.1.1.77","1420","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Equipment for sport, camping and open-air recreation","Dollars","81","millions","6","v62700524","1.1.1.77","1423","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Equipment for sport, camping and open-air recreation","Dollars","81","millions","6","v62700524","1.1.1.77","1450","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Equipment for sport, camping and open-air recreation","Dollars","81","millions","6","v62700524","1.1.1.77","1456","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Garden products, plants and flowers","Dollars","81","millions","6","v62700525","1.1.1.78","969","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Garden products, plants and flowers","Dollars","81","millions","6","v62700525","1.1.1.78","973","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Garden products, plants and flowers","Dollars","81","millions","6","v62700525","1.1.1.78","965","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Garden products, plants and flowers","Dollars","81","millions","6","v62700525","1.1.1.78","984","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Garden products, plants and flowers","Dollars","81","millions","6","v62700525","1.1.1.78","974","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pets and pet food","Dollars","81","millions","6","v62700526","1.1.1.79","1257","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pets and pet food","Dollars","81","millions","6","v62700526","1.1.1.79","1271","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pets and pet food","Dollars","81","millions","6","v62700526","1.1.1.79","1297","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pets and pet food","Dollars","81","millions","6","v62700526","1.1.1.79","1310","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pets and pet food","Dollars","81","millions","6","v62700526","1.1.1.79","1297","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Veterinary and other services for pets","Dollars","81","millions","6","v62700527","1.1.1.80","882","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Veterinary and other services for pets","Dollars","81","millions","6","v62700527","1.1.1.80","895","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Veterinary and other services for pets","Dollars","81","millions","6","v62700527","1.1.1.80","903","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Veterinary and other services for pets","Dollars","81","millions","6","v62700527","1.1.1.80","913","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Veterinary and other services for pets","Dollars","81","millions","6","v62700527","1.1.1.80","933","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreational and sporting services","Dollars","81","millions","6","v62700528","1.1.1.81","2990","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreational and sporting services","Dollars","81","millions","6","v62700528","1.1.1.81","3054","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreational and sporting services","Dollars","81","millions","6","v62700528","1.1.1.81","3069","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreational and sporting services","Dollars","81","millions","6","v62700528","1.1.1.81","3096","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreational and sporting services","Dollars","81","millions","6","v62700528","1.1.1.81","3146","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cable, satellite and other program distribution services","Dollars","81","millions","6","v62700529","1.1.1.82","2548","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cable, satellite and other program distribution services","Dollars","81","millions","6","v62700529","1.1.1.82","2587","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cable, satellite and other program distribution services","Dollars","81","millions","6","v62700529","1.1.1.82","2580","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cable, satellite and other program distribution services","Dollars","81","millions","6","v62700529","1.1.1.82","2618","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cable, satellite and other program distribution services","Dollars","81","millions","6","v62700529","1.1.1.82","2634","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cinemas","Dollars","81","millions","6","v62700530","1.1.1.83","288","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cinemas","Dollars","81","millions","6","v62700530","1.1.1.83","278","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cinemas","Dollars","81","millions","6","v62700530","1.1.1.83","291","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cinemas","Dollars","81","millions","6","v62700530","1.1.1.83","295","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cinemas","Dollars","81","millions","6","v62700530","1.1.1.83","291","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Photographic services","Dollars","81","millions","6","v62700531","1.1.1.84","264","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Photographic services","Dollars","81","millions","6","v62700531","1.1.1.84","269","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Photographic services","Dollars","81","millions","6","v62700531","1.1.1.84","273","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Photographic services","Dollars","81","millions","6","v62700531","1.1.1.84","275","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Photographic services","Dollars","81","millions","6","v62700531","1.1.1.84","278","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other cultural services","Dollars","81","millions","6","v62700532","1.1.1.85","832","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other cultural services","Dollars","81","millions","6","v62700532","1.1.1.85","853","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other cultural services","Dollars","81","millions","6","v62700532","1.1.1.85","860","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other cultural services","Dollars","81","millions","6","v62700532","1.1.1.85","853","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other cultural services","Dollars","81","millions","6","v62700532","1.1.1.85","862","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games of chance","Dollars","81","millions","6","v62700533","1.1.1.86","4113","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games of chance","Dollars","81","millions","6","v62700533","1.1.1.86","4079","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games of chance","Dollars","81","millions","6","v62700533","1.1.1.86","4113","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games of chance","Dollars","81","millions","6","v62700533","1.1.1.86","3990","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Games of chance","Dollars","81","millions","6","v62700533","1.1.1.86","4047","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Books","Dollars","81","millions","6","v62700534","1.1.1.87","787","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Books","Dollars","81","millions","6","v62700534","1.1.1.87","800","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Books","Dollars","81","millions","6","v62700534","1.1.1.87","821","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Books","Dollars","81","millions","6","v62700534","1.1.1.87","803","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Books","Dollars","81","millions","6","v62700534","1.1.1.87","790","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Newspapers and periodicals","Dollars","81","millions","6","v62700535","1.1.1.88","417","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Newspapers and periodicals","Dollars","81","millions","6","v62700535","1.1.1.88","411","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Newspapers and periodicals","Dollars","81","millions","6","v62700535","1.1.1.88","399","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Newspapers and periodicals","Dollars","81","millions","6","v62700535","1.1.1.88","411","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Newspapers and periodicals","Dollars","81","millions","6","v62700535","1.1.1.88","422","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous printed matter and stationery and drawing materials","Dollars","81","millions","6","v62700536","1.1.1.89","493","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous printed matter and stationery and drawing materials","Dollars","81","millions","6","v62700536","1.1.1.89","504","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous printed matter and stationery and drawing materials","Dollars","81","millions","6","v62700536","1.1.1.89","520","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous printed matter and stationery and drawing materials","Dollars","81","millions","6","v62700536","1.1.1.89","522","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Miscellaneous printed matter and stationery and drawing materials","Dollars","81","millions","6","v62700536","1.1.1.89","528","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Education","Dollars","81","millions","6","v62700537","1.1.1.91","5185","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Education","Dollars","81","millions","6","v62700537","1.1.1.91","5270","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Education","Dollars","81","millions","6","v62700537","1.1.1.91","5345","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Education","Dollars","81","millions","6","v62700537","1.1.1.91","5439","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Education","Dollars","81","millions","6","v62700537","1.1.1.91","5517","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","University education","Dollars","81","millions","6","v62700538","1.1.1.92","2549","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","University education","Dollars","81","millions","6","v62700538","1.1.1.92","2593","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","University education","Dollars","81","millions","6","v62700538","1.1.1.92","2631","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","University education","Dollars","81","millions","6","v62700538","1.1.1.92","2688","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","University education","Dollars","81","millions","6","v62700538","1.1.1.92","2725","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other education","Dollars","81","millions","6","v62700539","1.1.1.93","2636","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other education","Dollars","81","millions","6","v62700539","1.1.1.93","2677","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other education","Dollars","81","millions","6","v62700539","1.1.1.93","2714","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other education","Dollars","81","millions","6","v62700539","1.1.1.93","2751","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other education","Dollars","81","millions","6","v62700539","1.1.1.93","2792","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food, beverage and accommodation services","Dollars","81","millions","6","v62700540","1.1.1.95","21895","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food, beverage and accommodation services","Dollars","81","millions","6","v62700540","1.1.1.95","22023","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food, beverage and accommodation services","Dollars","81","millions","6","v62700540","1.1.1.95","22367","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food, beverage and accommodation services","Dollars","81","millions","6","v62700540","1.1.1.95","22616","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food, beverage and accommodation services","Dollars","81","millions","6","v62700540","1.1.1.95","22800","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverage services","Dollars","81","millions","6","v62700541","1.1.1.96","15816","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverage services","Dollars","81","millions","6","v62700541","1.1.1.96","15900","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverage services","Dollars","81","millions","6","v62700541","1.1.1.96","16102","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverage services","Dollars","81","millions","6","v62700541","1.1.1.96","16386","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverage services","Dollars","81","millions","6","v62700541","1.1.1.96","16538","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Alcoholic beverage services","Dollars","81","millions","6","v62700542","1.1.1.97","2860","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Alcoholic beverage services","Dollars","81","millions","6","v62700542","1.1.1.97","2882","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Alcoholic beverage services","Dollars","81","millions","6","v62700542","1.1.1.97","2921","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Alcoholic beverage services","Dollars","81","millions","6","v62700542","1.1.1.97","2933","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Alcoholic beverage services","Dollars","81","millions","6","v62700542","1.1.1.97","2954","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Accommodation services","Dollars","81","millions","6","v62700543","1.1.1.98","3219","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Accommodation services","Dollars","81","millions","6","v62700543","1.1.1.98","3241","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Accommodation services","Dollars","81","millions","6","v62700543","1.1.1.98","3344","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Accommodation services","Dollars","81","millions","6","v62700543","1.1.1.98","3297","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Accommodation services","Dollars","81","millions","6","v62700543","1.1.1.98","3308","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance and financial services","Dollars","81","millions","6","v62700544","1.1.1.100","27089","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance and financial services","Dollars","81","millions","6","v62700544","1.1.1.100","27521","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance and financial services","Dollars","81","millions","6","v62700544","1.1.1.100","27837","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance and financial services","Dollars","81","millions","6","v62700544","1.1.1.100","28126","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance and financial services","Dollars","81","millions","6","v62700544","1.1.1.100","28423","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Life insurance","Dollars","81","millions","6","v62700545","1.1.1.101","2776","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Life insurance","Dollars","81","millions","6","v62700545","1.1.1.101","2808","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Life insurance","Dollars","81","millions","6","v62700545","1.1.1.101","2823","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Life insurance","Dollars","81","millions","6","v62700545","1.1.1.101","2816","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Life insurance","Dollars","81","millions","6","v62700545","1.1.1.101","2824","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Property insurance","Dollars","81","millions","6","v62700546","1.1.1.102","666","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Property insurance","Dollars","81","millions","6","v62700546","1.1.1.102","657","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Property insurance","Dollars","81","millions","6","v62700546","1.1.1.102","652","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Property insurance","Dollars","81","millions","6","v62700546","1.1.1.102","661","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Property insurance","Dollars","81","millions","6","v62700546","1.1.1.102","668","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health insurance","Dollars","81","millions","6","v62700547","1.1.1.103","1782","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health insurance","Dollars","81","millions","6","v62700547","1.1.1.103","1816","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health insurance","Dollars","81","millions","6","v62700547","1.1.1.103","1825","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health insurance","Dollars","81","millions","6","v62700547","1.1.1.103","1847","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health insurance","Dollars","81","millions","6","v62700547","1.1.1.103","1874","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance related to transport","Dollars","81","millions","6","v62700548","1.1.1.104","1836","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance related to transport","Dollars","81","millions","6","v62700548","1.1.1.104","1898","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance related to transport","Dollars","81","millions","6","v62700548","1.1.1.104","1913","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance related to transport","Dollars","81","millions","6","v62700548","1.1.1.104","1924","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Insurance related to transport","Dollars","81","millions","6","v62700548","1.1.1.104","1943","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit loan charges","Dollars","81","millions","6","v62700549","1.1.1.105","3661","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit loan charges","Dollars","81","millions","6","v62700549","1.1.1.105","3653","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit loan charges","Dollars","81","millions","6","v62700549","1.1.1.105","3706","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit loan charges","Dollars","81","millions","6","v62700549","1.1.1.105","3653","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit loan charges","Dollars","81","millions","6","v62700549","1.1.1.105","3644","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit deposit charges","Dollars","81","millions","6","v62700550","1.1.1.106","3079","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit deposit charges","Dollars","81","millions","6","v62700550","1.1.1.106","3121","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit deposit charges","Dollars","81","millions","6","v62700550","1.1.1.106","3179","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit deposit charges","Dollars","81","millions","6","v62700550","1.1.1.106","3196","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Implicit deposit charges","Dollars","81","millions","6","v62700550","1.1.1.106","3211","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Stock and bond commissions","Dollars","81","millions","6","v62700551","1.1.1.107","1316","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Stock and bond commissions","Dollars","81","millions","6","v62700551","1.1.1.107","1361","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Stock and bond commissions","Dollars","81","millions","6","v62700551","1.1.1.107","1371","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Stock and bond commissions","Dollars","81","millions","6","v62700551","1.1.1.107","1421","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Stock and bond commissions","Dollars","81","millions","6","v62700551","1.1.1.107","1477","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other actual financial charges","Dollars","81","millions","6","v62700552","1.1.1.108","4568","","","","0"
