"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other non-durable household goods","Dollars","81","millions","6","v62700486","1.1.1.35","2083","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other non-durable household goods","Dollars","81","millions","6","v62700486","1.1.1.35","2088","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other non-durable household goods","Dollars","81","millions","6","v62700486","1.1.1.35","2147","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other non-durable household goods","Dollars","81","millions","6","v62700486","1.1.1.35","2126","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other non-durable household goods","Dollars","81","millions","6","v62700486","1.1.1.35","2137","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v62700487","1.1.1.36","693","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v62700487","1.1.1.36","708","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v62700487","1.1.1.36","702","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v62700487","1.1.1.36","706","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v62700487","1.1.1.36","707","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v62700488","1.1.1.37","815","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v62700488","1.1.1.37","821","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v62700488","1.1.1.37","832","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v62700488","1.1.1.37","826","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v62700488","1.1.1.37","819","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the dwelling and property","Dollars","81","millions","6","v62700489","1.1.1.38","1333","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the dwelling and property","Dollars","81","millions","6","v62700489","1.1.1.38","1369","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the dwelling and property","Dollars","81","millions","6","v62700489","1.1.1.38","1386","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the dwelling and property","Dollars","81","millions","6","v62700489","1.1.1.38","1397","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the dwelling and property","Dollars","81","millions","6","v62700489","1.1.1.38","1416","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health","Dollars","81","millions","6","v62700490","1.1.1.40","13185","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health","Dollars","81","millions","6","v62700490","1.1.1.40","13315","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health","Dollars","81","millions","6","v62700490","1.1.1.40","13389","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health","Dollars","81","millions","6","v62700490","1.1.1.40","13518","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Health","Dollars","81","millions","6","v62700490","1.1.1.40","13585","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v62700491","1.1.1.41","5416","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v62700491","1.1.1.41","5446","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v62700491","1.1.1.41","5447","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v62700491","1.1.1.41","5495","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v62700491","1.1.1.41","5467","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cannabis products for medical use","Dollars","81","millions","6","v1043024104","1.1.1.132","161","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cannabis products for medical use","Dollars","81","millions","6","v1043024104","1.1.1.132","150","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cannabis products for medical use","Dollars","81","millions","6","v1043024104","1.1.1.132","149","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cannabis products for medical use","Dollars","81","millions","6","v1043024104","1.1.1.132","137","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Cannabis products for medical use","Dollars","81","millions","6","v1043024104","1.1.1.132","155","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Therapeutic appliances and equipment","Dollars","81","millions","6","v62700492","1.1.1.42","1140","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Therapeutic appliances and equipment","Dollars","81","millions","6","v62700492","1.1.1.42","1168","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Therapeutic appliances and equipment","Dollars","81","millions","6","v62700492","1.1.1.42","1182","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Therapeutic appliances and equipment","Dollars","81","millions","6","v62700492","1.1.1.42","1205","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Therapeutic appliances and equipment","Dollars","81","millions","6","v62700492","1.1.1.42","1218","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Out-patient services","Dollars","81","millions","6","v62700493","1.1.1.43","5621","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Out-patient services","Dollars","81","millions","6","v62700493","1.1.1.43","5694","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Out-patient services","Dollars","81","millions","6","v62700493","1.1.1.43","5746","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Out-patient services","Dollars","81","millions","6","v62700493","1.1.1.43","5808","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Out-patient services","Dollars","81","millions","6","v62700493","1.1.1.43","5863","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Hospital services","Dollars","81","millions","6","v62700494","1.1.1.44","847","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Hospital services","Dollars","81","millions","6","v62700494","1.1.1.44","857","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Hospital services","Dollars","81","millions","6","v62700494","1.1.1.44","865","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Hospital services","Dollars","81","millions","6","v62700494","1.1.1.44","873","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Hospital services","Dollars","81","millions","6","v62700494","1.1.1.44","882","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Transport","Dollars","81","millions","6","v62700495","1.1.1.46","48063","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Transport","Dollars","81","millions","6","v62700495","1.1.1.46","48619","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Transport","Dollars","81","millions","6","v62700495","1.1.1.46","48850","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Transport","Dollars","81","millions","6","v62700495","1.1.1.46","48918","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Transport","Dollars","81","millions","6","v62700495","1.1.1.46","48283","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New passenger cars","Dollars","81","millions","6","v62700496","1.1.1.47","4752","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New passenger cars","Dollars","81","millions","6","v62700496","1.1.1.47","4707","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New passenger cars","Dollars","81","millions","6","v62700496","1.1.1.47","4524","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New passenger cars","Dollars","81","millions","6","v62700496","1.1.1.47","4383","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New passenger cars","Dollars","81","millions","6","v62700496","1.1.1.47","4136","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New trucks, vans and sport utility vehicles","Dollars","81","millions","6","v62700497","1.1.1.48","11469","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New trucks, vans and sport utility vehicles","Dollars","81","millions","6","v62700497","1.1.1.48","11423","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New trucks, vans and sport utility vehicles","Dollars","81","millions","6","v62700497","1.1.1.48","11354","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New trucks, vans and sport utility vehicles","Dollars","81","millions","6","v62700497","1.1.1.48","11236","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","New trucks, vans and sport utility vehicles","Dollars","81","millions","6","v62700497","1.1.1.48","11407","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Used motor vehicles","Dollars","81","millions","6","v62700498","1.1.1.49","4386","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Used motor vehicles","Dollars","81","millions","6","v62700498","1.1.1.49","4451","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Used motor vehicles","Dollars","81","millions","6","v62700498","1.1.1.49","4395","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Used motor vehicles","Dollars","81","millions","6","v62700498","1.1.1.49","4469","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Used motor vehicles","Dollars","81","millions","6","v62700498","1.1.1.49","4587","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other vehicles","Dollars","81","millions","6","v62700499","1.1.1.50","846","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other vehicles","Dollars","81","millions","6","v62700499","1.1.1.50","856","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other vehicles","Dollars","81","millions","6","v62700499","1.1.1.50","844","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other vehicles","Dollars","81","millions","6","v62700499","1.1.1.50","835","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other vehicles","Dollars","81","millions","6","v62700499","1.1.1.50","831","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Spare parts and accessories for vehicles","Dollars","81","millions","6","v62700500","1.1.1.51","4456","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Spare parts and accessories for vehicles","Dollars","81","millions","6","v62700500","1.1.1.51","4520","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Spare parts and accessories for vehicles","Dollars","81","millions","6","v62700500","1.1.1.51","4550","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Spare parts and accessories for vehicles","Dollars","81","millions","6","v62700500","1.1.1.51","4606","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Spare parts and accessories for vehicles","Dollars","81","millions","6","v62700500","1.1.1.51","4580","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Fuels and lubricants","Dollars","81","millions","6","v62700501","1.1.1.52","11161","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Fuels and lubricants","Dollars","81","millions","6","v62700501","1.1.1.52","11556","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Fuels and lubricants","Dollars","81","millions","6","v62700501","1.1.1.52","11917","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Fuels and lubricants","Dollars","81","millions","6","v62700501","1.1.1.52","11971","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Fuels and lubricants","Dollars","81","millions","6","v62700501","1.1.1.52","11244","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Maintenance and repair of vehicles","Dollars","81","millions","6","v62700502","1.1.1.53","2778","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Maintenance and repair of vehicles","Dollars","81","millions","6","v62700502","1.1.1.53","2795","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Maintenance and repair of vehicles","Dollars","81","millions","6","v62700502","1.1.1.53","2826","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Maintenance and repair of vehicles","Dollars","81","millions","6","v62700502","1.1.1.53","2843","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Maintenance and repair of vehicles","Dollars","81","millions","6","v62700502","1.1.1.53","2848","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Parking","Dollars","81","millions","6","v62700503","1.1.1.54","798","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Parking","Dollars","81","millions","6","v62700503","1.1.1.54","807","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Parking","Dollars","81","millions","6","v62700503","1.1.1.54","814","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Parking","Dollars","81","millions","6","v62700503","1.1.1.54","821","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Parking","Dollars","81","millions","6","v62700503","1.1.1.54","828","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Passenger vehicle renting","Dollars","81","millions","6","v62700504","1.1.1.55","321","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Passenger vehicle renting","Dollars","81","millions","6","v62700504","1.1.1.55","324","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Passenger vehicle renting","Dollars","81","millions","6","v62700504","1.1.1.55","329","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Passenger vehicle renting","Dollars","81","millions","6","v62700504","1.1.1.55","330","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Passenger vehicle renting","Dollars","81","millions","6","v62700504","1.1.1.55","332","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the operation of transport equipment","Dollars","81","millions","6","v62700505","1.1.1.56","638","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the operation of transport equipment","Dollars","81","millions","6","v62700505","1.1.1.56","648","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the operation of transport equipment","Dollars","81","millions","6","v62700505","1.1.1.56","656","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the operation of transport equipment","Dollars","81","millions","6","v62700505","1.1.1.56","656","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other services related to the operation of transport equipment","Dollars","81","millions","6","v62700505","1.1.1.56","663","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Railway transport","Dollars","81","millions","6","v62700506","1.1.1.57","78","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Railway transport","Dollars","81","millions","6","v62700506","1.1.1.57","79","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Railway transport","Dollars","81","millions","6","v62700506","1.1.1.57","82","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Railway transport","Dollars","81","millions","6","v62700506","1.1.1.57","81","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Railway transport","Dollars","81","millions","6","v62700506","1.1.1.57","84","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Urban transit","Dollars","81","millions","6","v62700507","1.1.1.58","1173","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Urban transit","Dollars","81","millions","6","v62700507","1.1.1.58","1180","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Urban transit","Dollars","81","millions","6","v62700507","1.1.1.58","1185","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Urban transit","Dollars","81","millions","6","v62700507","1.1.1.58","1190","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Urban transit","Dollars","81","millions","6","v62700507","1.1.1.58","1196","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Interurban bus","Dollars","81","millions","6","v62700508","1.1.1.59","302","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Interurban bus","Dollars","81","millions","6","v62700508","1.1.1.59","306","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Interurban bus","Dollars","81","millions","6","v62700508","1.1.1.59","307","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Interurban bus","Dollars","81","millions","6","v62700508","1.1.1.59","304","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Interurban bus","Dollars","81","millions","6","v62700508","1.1.1.59","257","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Taxi and limousine","Dollars","81","millions","6","v62700509","1.1.1.60","327","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Taxi and limousine","Dollars","81","millions","6","v62700509","1.1.1.60","329","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Taxi and limousine","Dollars","81","millions","6","v62700509","1.1.1.60","331","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Taxi and limousine","Dollars","81","millions","6","v62700509","1.1.1.60","336","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Taxi and limousine","Dollars","81","millions","6","v62700509","1.1.1.60","344","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Air transport","Dollars","81","millions","6","v62700510","1.1.1.61","3726","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Air transport","Dollars","81","millions","6","v62700510","1.1.1.61","3774","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Air transport","Dollars","81","millions","6","v62700510","1.1.1.61","3870","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Air transport","Dollars","81","millions","6","v62700510","1.1.1.61","3974","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Air transport","Dollars","81","millions","6","v62700510","1.1.1.61","4048","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Water transport","Dollars","81","millions","6","v62700511","1.1.1.62","122","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Water transport","Dollars","81","millions","6","v62700511","1.1.1.62","121","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Water transport","Dollars","81","millions","6","v62700511","1.1.1.62","124","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Water transport","Dollars","81","millions","6","v62700511","1.1.1.62","126","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Water transport","Dollars","81","millions","6","v62700511","1.1.1.62","127","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other transport services","Dollars","81","millions","6","v62700512","1.1.1.63","730","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other transport services","Dollars","81","millions","6","v62700512","1.1.1.63","743","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other transport services","Dollars","81","millions","6","v62700512","1.1.1.63","742","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other transport services","Dollars","81","millions","6","v62700512","1.1.1.63","757","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Other transport services","Dollars","81","millions","6","v62700512","1.1.1.63","771","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Communications","Dollars","81","millions","6","v62700513","1.1.1.65","8092","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Communications","Dollars","81","millions","6","v62700513","1.1.1.65","8162","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Communications","Dollars","81","millions","6","v62700513","1.1.1.65","8145","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Communications","Dollars","81","millions","6","v62700513","1.1.1.65","8198","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Communications","Dollars","81","millions","6","v62700513","1.1.1.65","8382","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Postal services","Dollars","81","millions","6","v62700514","1.1.1.66","456","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Postal services","Dollars","81","millions","6","v62700514","1.1.1.66","456","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Postal services","Dollars","81","millions","6","v62700514","1.1.1.66","456","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Postal services","Dollars","81","millions","6","v62700514","1.1.1.66","457","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Postal services","Dollars","81","millions","6","v62700514","1.1.1.66","459","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication equipment","Dollars","81","millions","6","v62700515","1.1.1.67","319","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication equipment","Dollars","81","millions","6","v62700515","1.1.1.67","318","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication equipment","Dollars","81","millions","6","v62700515","1.1.1.67","312","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication equipment","Dollars","81","millions","6","v62700515","1.1.1.67","325","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication equipment","Dollars","81","millions","6","v62700515","1.1.1.67","326","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication services","Dollars","81","millions","6","v62700516","1.1.1.68","7317","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication services","Dollars","81","millions","6","v62700516","1.1.1.68","7388","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication services","Dollars","81","millions","6","v62700516","1.1.1.68","7377","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication services","Dollars","81","millions","6","v62700516","1.1.1.68","7416","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Telecommunication services","Dollars","81","millions","6","v62700516","1.1.1.68","7597","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreation and culture","Dollars","81","millions","6","v62700517","1.1.1.70","24504","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreation and culture","Dollars","81","millions","6","v62700517","1.1.1.70","24566","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreation and culture","Dollars","81","millions","6","v62700517","1.1.1.70","24691","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreation and culture","Dollars","81","millions","6","v62700517","1.1.1.70","24756","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Recreation and culture","Dollars","81","millions","6","v62700517","1.1.1.70","24872","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Audio-visual and photographic equipment","Dollars","81","millions","6","v62700518","1.1.1.71","1842","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Audio-visual and photographic equipment","Dollars","81","millions","6","v62700518","1.1.1.71","1824","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Audio-visual and photographic equipment","Dollars","81","millions","6","v62700518","1.1.1.71","1819","","","","0"
